,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
79397,797527004,797527,Ophelia Push Melbourne Cradle,306,Bra,Underwear,1010016,Solid,52,Pink,3,Light,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in lace and mesh with underwired, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
79400,797529002,797529,Ophelia Brazilian Anemon,286,Underwear bottom,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in lace with a low waist, lined gusset and half-string back."
79406,797565001,797565,Cactus wirless balboa,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired lace bra with padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
79407,797565002,797565,Cactus wirless balboa,306,Bra,Underwear,1010016,Solid,42,Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired lace bra with padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
79410,797568001,797568,Cactus highleg brazilian,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in lace with a low waist, lined gusset, high-cut legs and a high cut at the back."
79425,797623005,797623,Linnea linnen dress New,265,Dress,Garment Full body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,Sleeveless dress in jersey made from a linen blend with a deep V-neck at the back. The dress is wide at the top and tapers to the hem. Unlined.
79435,797680003,797680,Joffrey Bomber.,262,Jacket,Garment Upper body,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Padded bomber jacket in woven fabric with a slight sheen. Small, ribbed stand-up collar, a zip down the front, side pockets and ribbing at the cuffs and hem. Lined."
79438,797710001,797710,Teddy turtleneck,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Jumper in a soft fine knit containing some wool with a ribbed polo neck, long sleeves with decorative buttons at the cuffs, and ribbing at the cuffs and hem."
79453,797835006,797835,Jacket Oversize,262,Jacket,Garment Upper body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Oversized jacket in washed cotton denim with a collar, buttons down the front, dropped shoulders and long sleeves with buttoned cuffs. Flap chest pockets with a button, welt side pockets, and an adjustable tab at the sides of the hem. The jacket is made partly from recycled cotton."
79455,797835009,797835,Jacket Oversize,262,Jacket,Garment Upper body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Oversized jacket in washed cotton denim with a collar, buttons down the front, dropped shoulders and long sleeves with buttoned cuffs. Flap chest pockets with a button, welt side pockets, and an adjustable tab at the sides of the hem. The jacket is made partly from recycled cotton."
79468,797892001,797892,ED Primo slacks,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Cigarette trousers in stretch twill with a regular waist that is elasticated at the back. Fake fly, diagonal side pockets, fake welt back pockets and ankle-length legs with creases."
79624,798475002,798475,Cactus padded bra strap ring,306,Bra,Underwear,1010016,Solid,42,Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bra in lace and mesh with underwired, padded cups that shape the bust and provide good support. Adjustable shoulder straps, decorative elastic straps at the front, and a hook-and-eye fastening at the back."
79678,798763003,798763,Minami,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted polo-neck top in stretch, ribbed jersey with long sleeves."
79679,798763004,798763,Minami,254,Top,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted polo-neck top in stretch, ribbed jersey with long sleeves."
79688,798791002,798791,Nemo sequin,254,Top,Garment Upper body,1010015,Sequin,93,Dark Green,4,Dark,19,Green,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Straight-cut top in sequined mesh with a round neckline, short sleeves and straight-cut hem with short slits in the sides. Jersey lining."
79689,798791003,798791,Nemo sequin,254,Top,Garment Upper body,1010015,Sequin,12,Light Beige,1,Dusty Light,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Straight-cut top in sequined mesh with a round neckline, short sleeves and straight-cut hem with short slits in the sides. Jersey lining."
79695,798826002,798826,Bebe dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Short, fitted dress in jersey with a sheen. Double layer and a deep V-neck at the front, a low-cut back, narrow shoulder straps and narrow strap across the front and back. Unlined."
79700,798868001,798868,Shelly polo dress,265,Dress,Garment Full body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Short, fitted dress in a soft rib knit with a polo neck and long sleeves."
79811,799190001,799190,CAMILLA OL OFFER,252,Sweater,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"Oversized top in sweatshirt fabric made from a cotton blend with a ribbed stand-up collar, low dropped shoulders and ribbing at the cuffs and hem. Soft brushed inside."
79813,799190003,799190,CAMILLA OL OFFER,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,3090,Campaigns,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1023,Special Offers,"Oversized top in sweatshirt fabric made from a cotton blend with a ribbed stand-up collar, low dropped shoulders and ribbing at the cuffs and hem. Soft brushed inside."
79824,799338001,799338,Flirty Billdal earringpk,70,Earring,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal hoop earrings decorated with plastic beads. Length from 4 cm to 5.5 cm.
79840,799365027,799365,Vintage Slim HW ankle consc.,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, ankle-length jeans in washed denim with an extra-high waist and slim legs. The jeans are made partly from recycled cotton."
79843,799379001,799379,POW Spectra top,254,Top,Garment Upper body,1010021,Lace,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Fitted, off-the-shoulder top in lace with a concealed silicone trim at the top and long raglan sleeves. Lined."
79887,799487002,799487,Alison utility dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in a cotton weave with a collar, buttons down the front and a yoke at the back. Narrow, sewn-in tie belt at the waist, flap chest pockets with a button and long sleeves with buttoned cuffs. Unlined."
79911,799742003,799742,Wendy Coat,262,Jacket,Garment Upper body,1010016,Solid,23,Dark Yellow,2,Medium Dusty,13,Brown,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Double-breasted coat in a felted wool blend with wide notch lapels and long dolman sleeves. Welt side pockets, an inner pocket and a single back vent. Lined. The wool content of the coat is recycled."
79926,799805002,799805,Beanie Pelle,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in a rib-knit wool blend with a turned-up hem.
79936,799869001,799869,NW Lindsay N slip (w),293,Night gown,Nightwear,1010021,Lace,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Short satin nightslip with lace at the top, a V-neck and adjustable spaghetti shoulder straps."
79952,800016001,800016,Monsoon ls OL,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Long-sleeved jersey top with a V-neck at the back with a knot detail at the hem.
79989,800389001,800389,Timeless High Apex Tri Top,298,Bikini top,Swimwear,1010022,Jacquard,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Lined triangle bikini top with padded cups and removable inserts that shape the bust and provide good support. Narrow adjustable shoulder straps and an adjustable metal fastener at the back.
79990,800389002,800389,Timeless High Apex Tri Top,298,Bikini top,Swimwear,1010017,Stripe,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Lined triangle bikini top with padded cups and removable inserts that shape the bust and provide good support. Narrow adjustable shoulder straps and an adjustable metal fastener at the back.
80042,800550001,800550,Buenos Brief,59,Swimwear bottom,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,1645,Divided Swimwear,D,Divided,2,Divided,51,Divided Basics,1018,Swimwear,"Fully lined bikini bottoms with a mid waist, wide sides with flounces, and a high cut at the back."
80054,800691002,800691,Claudine rib,255,T-shirt,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,1,Mole,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted T-shirt in stretch, ribbed organic cotton jersey."
80055,800691003,800691,Claudine rib,255,T-shirt,Garment Upper body,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted T-shirt in stretch, ribbed organic cotton jersey."
80056,800691007,800691,Claudine rib t-shirt,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted T-shirt in stretch, ribbed organic cotton jersey."
80057,800691008,800691,Claudine rib t-shirt,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted T-shirt in stretch, ribbed organic cotton jersey."
80058,800691009,800691,Claudine rib,255,T-shirt,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted T-shirt in stretch, ribbed organic cotton jersey."
80059,800691013,800691,Claudine rib,255,T-shirt,Garment Upper body,1010016,Solid,32,Orange,2,Medium Dusty,3,Orange,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted T-shirt in stretch, ribbed organic cotton jersey."
80060,800691016,800691,Claudine rib,255,T-shirt,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted T-shirt in stretch, ribbed organic cotton jersey."
80080,800802001,800802,Cloud dress,265,Dress,Garment Full body,1010013,Other pattern,9,Black,4,Dark,5,Black,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Knee-length dress in sturdy jacquard-knit jersey with short cap sleeves and a concealed zip at the back. Gently tapered waist with a seam, and a flared skirt with pleats at the front for added width."
80084,800807001,800807,Hibiscus top,254,Top,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Long-sleeved top in soft jersey with a V-neck, sewn-in wrapover at the front, seam at the waist and peplum."
80134,801068002,801068,Trudy Cardigan TVP,245,Cardigan,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Short, fitted cardigan in a fine knit with a V-neck, buttons down the front, long sleeves and overlocked edges at the cuffs and hem."
80136,801068004,801068,Trudy Cardigan,245,Cardigan,Garment Upper body,1010016,Solid,91,Light Green,1,Dusty Light,19,Green,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Short, fitted cardigan in a fine knit with a V-neck, buttons down the front, long sleeves and overlocked edges at the cuffs and hem."
80164,801157001,801157,Flirty bamba earringpk,70,Earring,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal earrings in various sizes and designs. Length from 2 cm to 5 cm.
80181,801208001,801208,HENRI MOCKNECK BLOUSE,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Straight-style blouse in airy, softly draping, textured-knit jersey with a stand-up collar and cut-out section at the back with ties at the back of the neck. Long, raglan balloon sleeves with narrow, concealed elastication at the cuffs."
80185,801240003,801240,Boilersuit,268,Dungarees,Garment Full body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Boiler suit in airy cotton denim with a resort collar and concealed buttons down the front. Long sleeves and cuffs with a concealed press-stud. Chest pocket, patch front pockets and back pockets. Detachable tie belt at the waist and wide, gently tapered legs."
80204,801309001,801309,Ossian,252,Sweater,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Shorter polo-neck jumper in a rib knit containing some wool with dropped shoulders, long sleeves and roll-edges around the neckline, cuffs and hem. The polyester content of the jumper is recycled."
80205,801309002,801309,Ossian,252,Sweater,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Shorter polo-neck jumper in a rib knit containing some wool with dropped shoulders, long sleeves and roll-edges around the neckline, cuffs and hem. The polyester content of the jumper is recycled."
80221,801384004,801384,Molly Twill TRS,272,Trousers,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Ankle-length trousers in stretch twill with a high waist, zip fly and button, back pockets and super-skinny legs."
80242,801431001,801431,Pierce Chino Slim Fit,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7656,Kids Boy Trouser,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1009,Trousers,"Chinos in a cotton weave with an adjustable, elasticated waist, zip fly and button, diagonal side pockets and a fake jetted back pocket."
80262,801452001,801452,Timeless Roundneck Swimsuit,57,Swimsuit,Swimwear,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit with a gently rounded neckline at the front and a low-cut, rounded neckline at the back. Padded cups with removable inserts that shape the bust and provide good support. Narrow, adjustable shoulder straps that can be fastened in different ways at the back."
